Branch_nr;Generation;Parent_branch_nr;Child_branch_nr;Pos_x,Pos_y,Pos_z
1;1;0;4,5;-72.8047,100.743,-78.6138
1;1;0;4,5;-73.1178,100.819,-78.2318
1;1;0;4,5;-73.5076,100.914,-77.7567
1;1;0;4,5;-73.8952,101.01,-77.2851
1;1;0;4,5;-74.2805,101.105,-76.8167
1;1;0;4,5;-74.6635,101.201,-76.3517
1;1;0;4,5;-75.0444,101.296,-75.89
1;1;0;4,5;-75.4228,101.392,-75.4316
1;1;0;4,5;-75.7984,101.487,-74.9772
1;1;0;4,5;-76.1719,101.582,-74.5262
1;1;0;4,5;-76.5424,101.676,-74.0793
1;1;0;4,5;-76.9104,101.772,-73.6355
1;1;0;4,5;-77.2757,101.866,-73.1959
1;1;0;4,5;-77.6381,101.959,-72.7603
1;1;0;4,5;-77.9968,102.054,-72.3296
1;1;0;4,5;-78.3534,102.146,-71.902
1;1;0;4,5;-78.7067,102.24,-71.4785
1;1;0;4,5;-79.0565,102.332,-71.0597
1;1;0;4,5;-79.403,102.424,-70.6459
1;1;0;4,5;-79.7468,102.516,-70.2351
1;1;0;4,5;-80.0864,102.607,-69.8299
1;1;0;4,5;-80.4231,102.697,-69.4287
1;1;0;4,5;-80.7561,102.787,-69.0322
1;1;0;4,5;-81.0855,102.876,-68.6406
1;1;0;4,5;-81.4108,102.964,-68.2544
1;1;0;4,5;-81.7328,103.052,-67.8722
1;1;0;4,5;-82.114,103.157,-67.42
1;1;0;4,5;-82.4893,103.26,-66.9758
1;1;0;4,5;-82.8589,103.362,-66.5386
1;1;0;4,5;-83.2225,103.463,-66.1093
1;1;0;4,5;-83.5802,103.563,-65.6869
1;1;0;4,5;-83.9312,103.661,-65.2731
1;1;0;4,5;-84.2762,103.758,-64.8672
1;1;0;4,5;-84.6147,103.853,-64.4689
1;1;0;4,5;-84.9471,103.947,-64.0784
1;1;0;4,5;-85.272,104.04,-63.6972
1;1;0;4,5;-85.6429,104.145,-63.2624
1;1;0;4,5;-86.0041,104.25,-62.8391
1;1;0;4,5;-86.3556,104.35,-62.4282
1;1;0;4,5;-86.6969,104.449,-62.0297
1;1;0;4,5;-87.0285,104.545,-61.6425
1;1;0;4,5;-87.3495,104.638,-61.2685
1;1;0;4,5;-87.703,104.742,-60.8569
1;1;0;4,5;-88.0433,104.842,-60.4613
1;1;0;4,5;-88.3682,104.937,-60.0841
1;1;0;4,5;-88.7166,105.041,-59.6799
1;1;0;4,5;-89.0459,105.138,-59.2986
1;1;0;4,5;-89.389,105.241,-58.9016
1;1;0;4,5;-89.7371,105.346,-58.4997
1;1;0;4,5;-90.0828,105.45,-58.101
1;1;0;4,5;-90.4139,105.551,-57.7199
1;1;0;4,5;-90.7401,105.65,-57.3451
1;1;0;4,5;-91.0771,105.754,-56.9586
1;1;0;4,5;-91.4036,105.856,-56.5855
1;1;0;4,5;-91.4168,105.848,-56.4344
2;4;15;6,7;-151.54,111.719,-28.95
2;4;15;6,7;-151.668,112.201,-29.1088
2;4;15;6,7;-151.812,112.704,-29.275
2;4;15;6,7;-151.969,113.217,-29.4455
2;4;15;6,7;-152.128,113.704,-29.6086
2;4;15;6,7;-152.31,114.229,-29.7857
2;4;15;6,7;-152.48,114.692,-29.9428
2;4;15;6,7;-152.666,115.175,-30.1078
2;4;15;6,7;-152.869,115.674,-30.2788
2;4;15;6,7;-153.09,116.186,-30.4555
2;4;15;6,7;-153.329,116.709,-30.6376
2;4;15;6,7;-153.586,117.239,-30.823
2;4;15;6,7;-153.804,117.666,-30.9743
2;4;15;6,7;-154.035,118.093,-31.1267
2;4;15;6,7;-154.278,118.52,-31.28
2;4;15;6,7;-154.533,118.944,-31.4331
2;4;15;6,7;-154.8,119.366,-31.5876
2;4;15;6,7;-155.081,119.781,-31.7409
2;4;15;6,7;-155.374,120.188,-31.8935
2;4;15;6,7;-155.681,120.587,-32.0445
2;4;15;6,7;-155.999,120.977,-32.1939
2;4;15;6,7;-156.327,121.357,-32.3408
2;4;15;6,7;-156.663,121.726,-32.4867
2;4;15;6,7;-157.005,122.084,-32.6289
2;4;15;6,7;-157.351,122.432,-32.768
2;4;15;6,7;-157.7,122.768,-32.9041
2;4;15;6,7;-158.137,123.169,-33.069
2;4;15;6,7;-158.571,123.552,-33.2276
2;4;15;6,7;-158.999,123.913,-33.379
2;4;15;6,7;-159.417,124.252,-33.523
2;4;15;6,7;-159.821,124.568,-33.6593
2;4;15;6,7;-160.209,124.862,-33.786
2;4;15;6,7;-160.646,125.182,-33.9263
2;4;15;6,7;-161.047,125.465,-34.0513
2;4;15;6,7;-161.46,125.747,-34.1774
2;4;15;6,7;-161.891,126.029,-34.3055
2;4;15;6,7;-162.343,126.309,-34.4351
2;4;15;6,7;-162.385,126.398,-34.4257
3;4;15;10,11;-151.585,111.224,-28.7193
3;4;15;10,11;-151.947,110.947,-28.4465
3;4;15;10,11;-152.306,110.674,-28.1771
3;4;15;10,11;-152.718,110.359,-27.8666
3;4;15;10,11;-153.07,110.09,-27.6018
3;4;15;10,11;-153.427,109.817,-27.3337
3;4;15;10,11;-153.775,109.552,-27.0715
3;4;15;10,11;-154.179,109.244,-26.7678
3;4;15;10,11;-154.584,108.935,-26.4634
3;4;15;10,11;-154.961,108.647,-26.1798
3;4;15;10,11;-154.965,108.511,-26.1386
4;2;1;12,13;-91.4564,105.822,-55.9314
4;2;1;12,13;-91.4928,105.792,-55.4126
4;2;1;12,13;-91.5256,105.762,-54.9071
4;2;1;12,13;-91.556,105.729,-54.378
4;2;1;12,13;-91.584,105.695,-53.846
4;2;1;12,13;-91.6087,105.66,-53.3311
4;2;1;12,13;-91.6321,105.621,-52.7786
4;2;1;12,13;-91.6515,105.585,-52.2648
4;2;1;12,13;-91.6699,105.544,-51.7233
4;2;1;12,13;-91.6861,105.501,-51.1561
4;2;1;12,13;-91.6982,105.461,-50.6503
4;2;1;12,13;-91.7086,105.418,-50.1263
4;2;1;12,13;-91.7175,105.374,-49.5842
4;2;1;12,13;-91.7236,105.325,-49.0266
4;2;1;12,13;-91.7271,105.276,-48.4527
4;2;1;12,13;-91.728,105.223,-47.8635
4;2;1;12,13;-91.7269,105.177,-47.3604
4;2;1;12,13;-91.7232,105.129,-46.8482
4;2;1;12,13;-91.7177,105.078,-46.326
4;2;1;12,13;-91.7095,105.026,-45.7948
4;2;1;12,13;-91.6989,104.972,-45.2544
4;2;1;12,13;-91.6854,104.916,-44.706
4;2;1;12,13;-91.6696,104.858,-44.1485
4;2;1;12,13;-91.6505,104.798,-43.5839
4;2;1;12,13;-91.6282,104.735,-43.0121
4;2;1;12,13;-91.6033,104.671,-42.4323
4;2;1;12,13;-91.5747,104.604,-41.8462
4;2;1;12,13;-91.5425,104.536,-41.254
4;2;1;12,13;-91.5071,104.464,-40.6556
4;2;1;12,13;-91.4682,104.39,-40.0512
4;2;1;12,13;-91.4251,104.315,-39.4414
4;2;1;12,13;-91.3779,104.237,-38.8274
4;2;1;12,13;-91.3374,104.173,-38.3325
4;2;1;12,13;-91.2944,104.107,-37.8346
4;2;1;12,13;-91.2485,104.039,-37.3345
4;2;1;12,13;-91.1999,103.97,-36.8314
4;2;1;12,13;-91.1485,103.9,-36.3262
4;2;1;12,13;-91.0943,103.827,-35.819
4;2;1;12,13;-91.0364,103.754,-35.3105
4;2;1;12,13;-90.9759,103.679,-34.8
4;2;1;12,13;-90.9126,103.601,-34.2875
4;2;1;12,13;-90.8459,103.523,-33.7738
4;2;1;12,13;-90.7761,103.442,-33.259
4;2;1;12,13;-90.7023,103.361,-32.7438
4;2;1;12,13;-90.6259,103.277,-32.2268
4;2;1;12,13;-90.5453,103.192,-31.7104
4;2;1;12,13;-90.4615,103.104,-31.193
4;2;1;12,13;-90.3747,103.016,-30.6745
4;2;1;12,13;-90.2838,102.925,-30.1568
4;2;1;12,13;-90.1886,102.833,-29.6397
4;2;1;12,13;-90.0906,102.739,-29.1217
4;2;1;12,13;-89.9881,102.642,-28.6053
4;2;1;12,13;-89.8819,102.545,-28.0889
4;2;1;12,13;-89.7719,102.445,-27.5732
4;2;1;12,13;-89.6581,102.343,-27.0584
4;2;1;12,13;-89.5396,102.24,-26.5453
4;2;1;12,13;-89.4168,102.135,-26.0339
4;2;1;12,13;-89.2905,102.027,-25.5235
4;2;1;12,13;-89.1597,101.919,-25.0149
4;2;1;12,13;-89.0257,101.808,-24.5075
4;2;1;12,13;-88.8872,101.696,-24.0031
4;2;1;12,13;-88.7458,101.582,-23.5001
4;2;1;12,13;-88.6008,101.467,-22.9995
4;2;1;12,13;-88.4524,101.35,-22.5013
4;2;1;12,13;-88.3012,101.233,-22.0048
4;2;1;12,13;-88.1465,101.114,-21.5118
4;2;1;12,13;-87.9896,100.994,-21.0208
4;2;1;12,13;-87.83,100.873,-20.5328
4;2;1;12,13;-87.6678,100.751,-20.0477
4;2;1;12,13;-87.5031,100.628,-19.5658
4;2;1;12,13;-87.3362,100.504,-19.0872
4;2;1;12,13;-87.1672,100.38,-18.6119
4;2;1;12,13;-86.9963,100.255,-18.1401
4;2;1;12,13;-86.8236,100.13,-17.6718
4;2;1;12,13;-86.6492,100.004,-17.2073
4;2;1;12,13;-86.4735,99.8771,-16.7466
4;2;1;12,13;-86.2965,99.7503,-16.2899
4;2;1;12,13;-86.118,99.6243,-15.837
4;2;1;12,13;-85.8939,99.4653,-15.2771
4;2;1;12,13;-85.668,99.3062,-14.7244
4;2;1;12,13;-85.4412,99.1483,-14.1785
4;2;1;12,13;-85.2136,98.9896,-13.6404
4;2;1;12,13;-84.9856,98.8322,-13.1093
4;2;1;12,13;-84.7574,98.6743,-12.5866
4;2;1;12,13;-84.5294,98.5188,-12.0714
4;2;1;12,13;-84.3018,98.3628,-11.5649
4;2;1;12,13;-84.0745,98.2085,-11.0672
4;2;1;12,13;-83.8486,98.0559,-10.5779
4;2;1;12,13;-83.6233,97.904,-10.0986
4;2;1;12,13;-83.4,97.7539,-9.62806
4;2;1;12,13;-83.1785,97.6049,-9.16736
4;2;1;12,13;-82.9589,97.4588,-8.71652
4;2;1;12,13;-82.7423,97.3139,-8.27511
4;2;1;12,13;-82.4848,97.1438,-7.76057
4;2;1;12,13;-82.2324,96.9767,-7.26063
4;2;1;12,13;-81.9846,96.8144,-6.77627
4;2;1;12,13;-81.7419,96.6553,-6.30882
4;2;1;12,13;-81.5053,96.5003,-5.85792
4;2;1;12,13;-81.2752,96.3498,-5.42382
4;2;1;12,13;-81.0149,96.1808,-4.94012
4;2;1;12,13;-80.7647,96.0193,-4.48074
4;2;1;12,13;-80.5258,95.8648,-4.04639
4;2;1;12,13;-80.2663,95.6981,-3.58275
4;2;1;12,13;-80.0239,95.542,-3.15321
4;2;1;12,13;-79.7719,95.3813,-2.7132
4;2;1;12,13;-79.5195,95.2208,-2.28018
4;2;1;12,13;-79.2596,95.0552,-1.83926
4;2;1;12,13;-79.0046,94.8946,-1.41531
4;2;1;12,13;-78.7554,94.7374,-1.01012
5;2;1;14,15;-91.8103,105.903,-56.4393
5;2;1;14,15;-92.2788,105.957,-56.27
5;2;1;14,15;-92.7491,106.011,-56.1006
5;2;1;14,15;-93.2493,106.069,-55.9203
5;2;1;14,15;-93.7521,106.127,-55.7392
5;2;1;14,15;-94.235,106.182,-55.5651
5;2;1;14,15;-94.7551,106.243,-55.3778
5;2;1;14,15;-95.2305,106.297,-55.2059
5;2;1;14,15;-95.7303,106.355,-55.0264
5;2;1;14,15;-96.2547,106.416,-54.8372
5;2;1;14,15;-96.8025,106.479,-54.6395
5;2;1;14,15;-97.2759,106.533,-54.4687
5;2;1;14,15;-97.7632,106.59,-54.2929
5;2;1;14,15;-98.2648,106.648,-54.1122
5;2;1;14,15;-98.7793,106.707,-53.927
5;2;1;14,15;-99.307,106.768,-53.7364
5;2;1;14,15;-99.8459,106.831,-53.5424
5;2;1;14,15;-100.396,106.894,-53.3442
5;2;1;14,15;-100.958,106.959,-53.1415
5;2;1;14,15;-101.529,107.025,-52.9356
5;2;1;14,15;-102.109,107.091,-52.7263
5;2;1;14,15;-102.579,107.146,-52.557
5;2;1;14,15;-103.055,107.201,-52.3854
5;2;1;14,15;-103.536,107.256,-52.2121
5;2;1;14,15;-104.02,107.313,-52.0379
5;2;1;14,15;-104.509,107.369,-51.861
5;2;1;14,15;-105.002,107.426,-51.6839
5;2;1;14,15;-105.499,107.483,-51.5047
5;2;1;14,15;-105.998,107.54,-51.3249
5;2;1;14,15;-106.5,107.598,-51.1436
5;2;1;14,15;-107.005,107.657,-50.9615
5;2;1;14,15;-107.512,107.716,-50.7793
5;2;1;14,15;-108.021,107.775,-50.5953
5;2;1;14,15;-108.531,107.833,-50.4118
5;2;1;14,15;-109.042,107.892,-50.2271
5;2;1;14,15;-109.554,107.952,-50.0426
5;2;1;14,15;-110.066,108.011,-49.8582
5;2;1;14,15;-110.578,108.07,-49.6739
5;2;1;14,15;-111.091,108.129,-49.4886
5;2;1;14,15;-111.603,108.188,-49.304
5;2;1;14,15;-112.113,108.247,-49.1207
5;2;1;14,15;-112.622,108.305,-48.937
5;2;1;14,15;-113.13,108.364,-48.7535
5;2;1;14,15;-113.636,108.423,-48.571
5;2;1;14,15;-114.139,108.481,-48.3901
5;2;1;14,15;-114.641,108.539,-48.2092
5;2;1;14,15;-115.139,108.596,-48.0298
5;2;1;14,15;-115.633,108.653,-47.8515
5;2;1;14,15;-116.124,108.71,-47.6746
5;2;1;14,15;-116.612,108.766,-47.4987
5;2;1;14,15;-117.094,108.822,-47.3245
5;2;1;14,15;-117.572,108.877,-47.1521
5;2;1;14,15;-118.045,108.931,-46.982
5;2;1;14,15;-118.629,108.999,-46.7715
5;2;1;14,15;-119.204,109.066,-46.5645
5;2;1;14,15;-119.769,109.131,-46.3607
5;2;1;14,15;-120.324,109.195,-46.1606
5;2;1;14,15;-120.868,109.257,-45.9642
5;2;1;14,15;-121.4,109.319,-45.7728
5;2;1;14,15;-121.92,109.38,-45.5852
5;2;1;14,15;-122.427,109.437,-45.4023
5;2;1;14,15;-122.92,109.495,-45.2244
5;2;1;14,15;-123.399,109.55,-45.0523
5;2;1;14,15;-123.953,109.614,-44.8523
5;2;1;14,15;-124.486,109.676,-44.6601
5;2;1;14,15;-124.994,109.734,-44.4768
5;2;1;14,15;-125.478,109.791,-44.3021
5;2;1;14,15;-126.009,109.851,-44.1111
5;2;1;14,15;-126.502,109.908,-43.9334
5;2;1;14,15;-127.019,109.968,-43.747
5;2;1;14,15;-127.534,110.028,-43.5615
5;2;1;14,15;-128.023,110.084,-43.3854
5;2;1;14,15;-128.517,110.141,-43.2068
5;2;1;14,15;-128.983,110.193,-43.0501
6;5;2;16,17;-162.606,126.861,-34.377
6;5;2;16,17;-162.83,127.329,-34.3275
6;5;2;16,17;-163.066,127.821,-34.2755
6;5;2;16,17;-163.288,128.285,-34.2263
6;5;2;16,17;-163.529,128.789,-34.1734
6;5;2;16,17;-163.787,129.327,-34.1164
6;5;2;16,17;-164.002,129.777,-34.0688
6;5;2;16,17;-164.224,130.24,-34.0195
6;5;2;16,17;-164.45,130.713,-33.9693
6;5;2;16,17;-164.678,131.191,-33.9188
6;5;2;16,17;-164.908,131.671,-33.868
6;5;2;16,17;-165.137,132.149,-33.8175
6;5;2;16,17;-165.363,132.621,-33.7673
6;5;2;16,17;-165.584,133.085,-33.7189
6;5;2;16,17;-165.853,133.644,-33.659
6;5;2;16,17;-166.107,134.176,-33.603
6;5;2;16,17;-166.345,134.673,-33.5505
6;5;2;16,17;-166.563,135.127,-33.5024
6;5;2;16,17;-166.792,135.606,-33.4514
6;5;2;16,17;-167.008,136.058,-33.4041
6;5;2;16,17;-167.244,136.551,-33.3518
6;5;2;16,17;-167.279,136.617,-33.3328
7;5;2;18,19;-162.766,126.212,-34.6809
7;5;2;18,19;-163.212,126.108,-34.9404
7;5;2;18,19;-163.669,126.002,-35.2059
7;5;2;18,19;-164.136,125.894,-35.4761
7;5;2;18,19;-164.58,125.791,-35.7346
7;5;2;18,19;-165.063,125.678,-36.0153
7;5;2;18,19;-165.492,125.579,-36.2642
7;5;2;18,19;-165.944,125.474,-36.5262
7;5;2;18,19;-166.416,125.365,-36.8002
7;5;2;18,19;-166.907,125.25,-37.0859
7;5;2;18,19;-167.415,125.132,-37.3804
7;5;2;18,19;-167.937,125.011,-37.6834
7;5;2;18,19;-168.364,124.912,-37.9318
7;5;2;18,19;-168.799,124.812,-38.1841
7;5;2;18,19;-169.24,124.709,-38.4403
7;5;2;18,19;-169.686,124.605,-38.6999
7;5;2;18,19;-170.137,124.501,-38.9614
7;5;2;18,19;-170.592,124.395,-39.2252
7;5;2;18,19;-171.049,124.289,-39.4906
7;5;2;18,19;-171.508,124.183,-39.7569
7;5;2;18,19;-171.967,124.077,-40.0236
7;5;2;18,19;-172.425,123.97,-40.2901
7;5;2;18,19;-172.883,123.864,-40.5557
7;5;2;18,19;-173.338,123.758,-40.8199
7;5;2;18,19;-173.79,123.653,-41.0821
7;5;2;18,19;-174.238,123.549,-41.3425
7;5;2;18,19;-174.681,123.446,-41.5988
7;5;2;18,19;-175.117,123.345,-41.8529
7;5;2;18,19;-175.546,123.245,-42.1018
7;5;2;18,19;-176.072,123.123,-42.4065
7;5;2;18,19;-176.582,123.005,-42.7029
7;5;2;18,19;-177.076,122.891,-42.9899
7;5;2;18,19;-177.553,122.78,-43.2664
7;5;2;18,19;-178.008,122.674,-43.5311
7;5;2;18,19;-178.442,122.574,-43.7836
7;5;2;18,19;-178.931,122.46,-44.0673
7;5;2;18,19;-179.383,122.355,-44.3291
7;5;2;18,19;-179.857,122.245,-44.6046
7;5;2;18,19;-180.324,122.137,-44.8766
7;5;2;18,19;-180.786,122.03,-45.1435
7;5;2;18,19;-181.247,121.923,-45.4115
7;5;2;18,19;-181.318,121.972,-45.449
8;7;33;22,23;-183.444,110.439,-11.6515
8;7;33;22,23;-183.82,110.049,-11.5862
8;7;33;22,23;-184.191,109.665,-11.5222
8;7;33;22,23;-184.556,109.288,-11.4589
8;7;33;22,23;-184.961,108.868,-11.3892
8;7;33;22,23;-185.326,108.49,-11.3266
8;7;33;22,23;-185.712,108.089,-11.2598
8;7;33;22,23;-186.119,107.669,-11.1897
8;7;33;22,23;-186.542,107.232,-11.1161
8;7;33;22,23;-186.891,106.87,-11.0555
8;7;33;22,23;-187.247,106.501,-10.9943
8;7;33;22,23;-187.61,106.125,-10.932
8;7;33;22,23;-187.979,105.744,-10.868
8;7;33;22,23;-188.351,105.358,-10.8038
8;7;33;22,23;-188.726,104.969,-10.7388
8;7;33;22,23;-189.103,104.581,-10.6734
8;7;33;22,23;-189.479,104.191,-10.6089
8;7;33;22,23;-189.854,103.803,-10.5439
8;7;33;22,23;-190.226,103.416,-10.4798
8;7;33;22,23;-190.594,103.035,-10.4158
8;7;33;22,23;-190.957,102.659,-10.3535
8;7;33;22,23;-191.314,102.29,-10.2914
8;7;33;22,23;-191.663,101.929,-10.2316
8;7;33;22,23;-192.086,101.491,-10.1581
8;7;33;22,23;-192.492,101.071,-10.0879
8;7;33;22,23;-192.879,100.67,-10.0212
8;7;33;22,23;-193.244,100.292,-9.95853
8;7;33;22,23;-193.649,99.8733,-9.88801
8;7;33;22,23;-194.014,99.4947,-9.82477
8;7;33;22,23;-194.384,99.1108,-9.76151
8;7;33;22,23;-194.761,98.7212,-9.69628
8;7;33;22,23;-195.126,98.3434,-9.63282
8;7;33;22,23;-195.156,98.2568,-9.67043
9;7;33;26,27;-183.23,111.121,-11.6163
9;7;33;26,27;-183.474,111.562,-11.4552
9;7;33;26,27;-183.764,112.036,-11.2597
9;7;33;26,27;-184.058,112.47,-11.0583
9;7;33;26,27;-184.396,112.915,-10.8233
9;7;33;26,27;-184.696,113.263,-10.6115
9;7;33;26,27;-185.019,113.592,-10.38
9;7;33;26,27;-185.363,113.889,-10.1298
9;7;33;26,27;-185.727,114.146,-9.862
9;7;33;26,27;-186.102,114.364,-9.58172
9;7;33;26,27;-186.481,114.546,-9.29668
9;7;33;26,27;-186.947,114.727,-8.94393
9;7;33;26,27;-187.388,114.863,-8.60628
9;7;33;26,27;-187.79,114.961,-8.29752
9;7;33;26,27;-188.256,115.044,-7.93725
9;7;33;26,27;-188.681,115.09,-7.60671
