Branch_nr;Generation;Parent_branch_nr;Child_branch_nr;Pos_x,Pos_y,Pos_z
35;9;77;;-60.9876,46.9134,69.4999
35;9;77;;-60.8683,46.4161,69.6289
35;9;77;;-60.7392,45.9163,69.7636
35;9;77;;-60.6012,45.4152,69.9055
35;9;77;;-60.4529,44.9157,70.0529
35;9;77;;-60.2948,44.4188,70.2066
35;9;77;;-60.1263,43.9285,70.3655
35;9;77;;-59.9486,43.4452,70.5299
35;9;77;;-59.7639,42.9704,70.6981
35;9;77;;-59.5735,42.5065,70.8692
35;9;77;;-59.3799,42.0532,71.0415
35;9;77;;-59.1827,41.6134,71.2136
35;9;77;;-58.9346,41.0843,71.428
35;9;77;;-58.6885,40.5805,71.6387
35;9;77;;-58.4469,40.1047,71.8427
35;9;77;;-58.2135,39.6597,72.0396
35;9;77;;-57.99,39.2483,72.2255
35;9;77;;-57.7415,38.8037,72.4312
35;9;77;;-57.4832,38.3576,72.6436
35;9;77;;-57.2147,37.9109,72.8628
35;9;77;;-56.961,37.5073,73.067
36;6;83;74,75;-91.0132,73.8243,41.4221
36;6;83;74,75;-91.3822,73.501,41.5563
36;6;83;74,75;-91.75,73.1785,41.6901
36;6;83;74,75;-92.1612,72.8174,41.8395
36;6;83;74,75;-92.6042,72.4289,42.0002
36;6;83;74,75;-92.9748,72.1039,42.1347
36;6;83;74,75;-93.354,71.7714,42.2727
36;6;83;74,75;-93.7358,71.4373,42.4114
36;6;83;74,75;-94.115,71.1047,42.5494
36;6;83;74,75;-94.4856,70.7797,42.6839
36;6;83;74,75;-94.9294,70.3903,42.8454
36;6;83;74,75;-95.3404,70.0302,42.9948
36;6;83;74,75;-95.7082,69.7077,43.1286
36;6;83;74,75;-96.1295,69.3385,43.2815
36;6;83;74,75;-96.5381,68.98,43.4299
36;6;83;74,75;-96.5582,68.9042,43.4344
36;6;83;74,75;-96.6364,68.9003,43.5393
37;6;83;78,79;-90.4599,74.1698,41.4415
37;6;83;78,79;-90.233,74.0247,41.9019
37;6;83;78,79;-90.0054,73.8803,42.3639
37;6;83;78,79;-89.7724,73.7311,42.8372
37;6;83;78,79;-89.5554,73.5923,43.2796
37;6;83;78,79;-89.3194,73.4422,43.7574
37;6;83;78,79;-89.0689,73.2831,44.2674
37;6;83;78,79;-88.8054,73.1148,44.8014
37;6;83;78,79;-88.5881,72.9758,45.244
37;6;83;78,79;-88.3655,72.8341,45.6952
37;6;83;78,79;-88.1399,72.6905,46.1534
37;6;83;78,79;-87.9126,72.5452,46.6153
37;6;83;78,79;-87.6852,72.3998,47.0784
37;6;83;78,79;-87.4584,72.2558,47.5387
37;6;83;78,79;-87.2341,72.1126,47.9936
37;6;83;78,79;-87.0137,71.9727,48.4407
37;6;83;78,79;-86.7994,71.8357,48.8774
37;6;83;78,79;-86.5404,71.6709,49.4021
37;6;83;78,79;-86.2954,71.5147,49.8998
37;6;83;78,79;-86.0671,71.369,50.3648
37;6;83;78,79;-85.8185,71.2096,50.8699
37;6;83;78,79;-85.6022,71.0721,51.3093
37;6;83;78,79;-85.373,70.9262,51.7749
37;6;83;78,79;-85.1594,70.7895,52.2076
37;6;83;78,79;-85.13,70.7652,52.2355
37;6;83;78,79;-85.2604,70.641,52.6724
38;4;12;80,81;-81.0023,85.4555,13.6194
38;4;12;80,81;-80.9317,84.9267,13.4451
38;4;12;80,81;-80.8658,84.4383,13.2831
38;4;12;80,81;-80.7912,83.8825,13.0995
38;4;12;80,81;-80.7231,83.3734,12.9313
38;4;12;80,81;-80.6501,82.83,12.7515
38;4;12;80,81;-80.5737,82.2587,12.5632
38;4;12;80,81;-80.5098,81.7838,12.4059
38;4;12;80,81;-80.4447,81.2985,12.2456
38;4;12;80,81;-80.3785,80.8029,12.0822
38;4;12;80,81;-80.3111,80.3021,11.9163
38;4;12;80,81;-80.2436,79.7981,11.7498
38;4;12;80,81;-80.1757,79.2952,11.5833
38;4;12;80,81;-80.1085,78.7933,11.4174
38;4;12;80,81;-80.0421,78.2987,11.254
38;4;12;80,81;-79.9772,77.8125,11.0936
38;4;12;80,81;-79.8977,77.2224,10.8983
38;4;12;80,81;-79.8222,76.6553,10.7115
38;4;12;80,81;-79.75,76.1191,10.5341
38;4;12;80,81;-79.6826,75.6183,10.3682
38;4;12;80,81;-79.6094,75.0719,10.1876
38;4;12;80,81;-79.5456,74.5959,10.0304
38;4;12;80,81;-79.4775,74.0858,9.86228
38;4;12;80,81;-79.4091,73.5787,9.69415
38;4;12;80,81;-79.4095,73.5655,9.67459
39;4;12;82,83;-81.0865,86.0201,13.9647
39;4;12;82,83;-81.1185,86.0161,14.472
39;4;12;82,83;-81.153,86.0035,14.9783
39;4;12;82,83;-81.1935,85.9822,15.5189
39;4;12;82,83;-81.2349,85.9537,16.0451
39;4;12;82,83;-81.2836,85.9147,16.624
39;4;12;82,83;-81.3304,85.8713,17.1418
39;4;12;82,83;-81.3821,85.8184,17.6875
39;4;12;82,83;-81.4394,85.755,18.2581
39;4;12;82,83;-81.5022,85.6785,18.8491
39;4;12;82,83;-81.5707,85.5889,19.4569
39;4;12;82,83;-81.6298,85.5074,19.9531
39;4;12;82,83;-81.6929,85.4162,20.4561
39;4;12;82,83;-81.7604,85.3144,20.9644
39;4;12;82,83;-81.8314,85.2019,21.4748
39;4;12;82,83;-81.9063,85.078,21.9862
39;4;12;82,83;-81.9862,84.9428,22.4976
39;4;12;82,83;-82.0696,84.7953,23.0055
39;4;12;82,83;-82.1577,84.6347,23.509
39;4;12;82,83;-82.2496,84.4629,24.0062
39;4;12;82,83;-82.3444,84.282,24.495
39;4;12;82,83;-82.4408,84.0928,24.9726
39;4;12;82,83;-82.5389,83.8985,25.4387
39;4;12;82,83;-82.6373,83.7009,25.8905
39;4;12;82,83;-82.7597,83.4514,26.4324
39;4;12;82,83;-82.8794,83.2049,26.9456
39;4;12;82,83;-82.9952,82.9634,27.426
39;4;12;82,83;-83.1055,82.7319,27.8705
39;4;12;82,83;-83.228,82.4714,28.3505
39;4;12;82,83;-83.3542,82.2025,28.8301
39;4;12;82,83;-83.47,81.9516,29.2571
39;4;12;82,83;-83.5879,81.6955,29.6758
39;4;12;82,83;-83.4158,81.65,29.8408
40;5;43;84,85;-53.2093,92.1346,13.1755
40;5;43;84,85;-52.7544,91.9723,13.4111
40;5;43;84,85;-52.3257,91.8195,13.6331
40;5;43;84,85;-51.8327,91.6448,13.888
40;5;43;84,85;-51.3807,91.4832,14.1228
40;5;43;84,85;-50.8961,91.3105,14.3731
40;5;43;84,85;-50.3851,91.1293,14.637
40;5;43;84,85;-49.9619,90.9779,14.8565
40;5;43;84,85;-49.5279,90.8238,15.0809
40;5;43;84,85;-49.0868,90.667,15.3092
40;5;43;84,85;-48.6418,90.5081,15.5403
40;5;43;84,85;-48.1948,90.3488,15.7715
40;5;43;84,85;-47.7493,90.1899,16.0017
40;5;43;84,85;-47.3081,90.0331,16.23
40;5;43;84,85;-46.8742,89.879,16.4544
40;5;43;84,85;-46.4509,89.7276,16.6739
40;5;43;84,85;-45.9405,89.5464,16.9386
40;5;43;84,85;-45.4558,89.3738,17.189
40;5;43;84,85;-45.0033,89.2121,17.4229
40;5;43;84,85;-44.5105,89.0364,17.6778
40;5;43;84,85;-44.0816,88.8846,17.8999
40;5;43;84,85;-43.6268,88.7223,18.1354
40;5;43;84,85;-43.203,88.5708,18.3552
40;5;43;84,85;-43.1013,88.5755,18.4251
40;5;43;84,85;-42.85,88.3425,18.5167
41;5;43;86,87;-53.7119,92.3402,13.2225
41;5;43;86,87;-53.8478,92.4464,13.725
41;5;43;86,87;-53.9753,92.5544,14.2342
41;5;43;86,87;-54.0991,92.6695,14.7681
41;5;43;86,87;-54.2089,92.7825,15.2837
41;5;43;86,87;-54.3196,92.9075,15.8484
41;5;43;86,87;-54.4094,93.0199,16.3521
41;5;43;86,87;-54.4951,93.1402,16.8832
41;5;43;86,87;-54.5743,93.2679,17.4385
41;5;43;86,87;-54.6457,93.4021,18.0153
41;5;43;86,87;-54.7061,93.5421,18.6097
41;5;43;86,87;-54.7463,93.6579,19.0968
41;5;43;86,87;-54.7772,93.7784,19.5922
41;5;43;86,87;-54.7981,93.9015,20.0939
41;5;43;86,87;-54.8079,94.027,20.6005
41;5;43;86,87;-54.8057,94.1558,21.1111
41;5;43;86,87;-54.7903,94.2868,21.6232
41;5;43;86,87;-54.7606,94.4207,22.136
41;5;43;86,87;-54.7158,94.5566,22.6479
41;5;43;86,87;-54.6557,94.6934,23.1568
41;5;43;86,87;-54.5813,94.8323,23.6616
41;5;43;86,87;-54.4947,94.971,24.1602
41;5;43;86,87;-54.3976,95.1089,24.6513
41;5;43;86,87;-54.2905,95.2471,25.1323
41;5;43;86,87;-54.1758,95.3823,25.6017
41;5;43;86,87;-54.0246,95.5492,26.171
41;5;43;86,87;-53.8662,95.7108,26.7154
41;5;43;86,87;-53.7043,95.8658,27.2327
41;5;43;86,87;-53.5427,96.0134,27.7202
41;5;43;86,87;-53.3519,96.1774,28.2583
41;5;43;86,87;-53.1707,96.328,28.743
41;5;43;86,87;-52.9779,96.48,29.2305
41;5;43;86,87;-52.7721,96.6351,29.7203
41;5;43;86,87;-52.5724,96.7776,30.1662
41;5;43;86,87;-52.5799,96.8125,30.3474
41;5;43;86,87;-52.3567,96.8946,30.4672
42;4;13;90,91;-62.9672,95.2688,0.564331
42;4;13;90,91;-62.4842,95.2653,0.305913
42;4;13;90,91;-62.0435,95.2617,0.0699815
42;4;13;90,91;-61.5437,95.2572,-0.197596
42;4;13;90,91;-61.087,95.2536,-0.44223
42;4;13;90,91;-60.5993,95.2493,-0.703406
42;4;13;90,91;-60.0838,95.2449,-0.979799
42;4;13;90,91;-59.5459,95.2403,-1.26777
42;4;13;90,91;-59.102,95.2371,-1.50524
42;4;13;90,91;-58.6484,95.2331,-1.74822
42;4;13;90,91;-58.1868,95.2297,-1.99562
42;4;13;90,91;-57.7204,95.2253,-2.24567
42;4;13;90,91;-57.2513,95.2214,-2.49642
42;4;13;90,91;-56.7808,95.2173,-2.74867
42;4;13;90,91;-56.312,95.2135,-2.9996
42;4;13;90,91;-55.8463,95.2103,-3.24909
42;4;13;90,91;-55.3868,95.2062,-3.49538
42;4;13;90,91;-54.9358,95.2027,-3.73649
42;4;13;90,91;-54.4943,95.199,-3.97315
42;4;13;90,91;-53.9605,95.1941,-4.25901
42;4;13;90,91;-53.4507,95.1897,-4.53193
42;4;13;90,91;-52.9687,95.1864,-4.7898
42;4;13;90,91;-52.5192,95.1822,-5.0307
42;4;13;90,91;-52.0284,95.1784,-5.29352
42;4;13;90,91;-51.5326,95.1746,-5.55899
42;4;13;90,91;-51.0821,95.1701,-5.80039
42;4;13;90,91;-50.6066,95.1661,-6.05533
42;4;13;90,91;-50.5242,95.2262,-6.03955
43;4;13;40,41;-63.2561,95.1868,1.22198
43;4;13;40,41;-62.9215,95.0865,1.6308
43;4;13;40,41;-62.5862,94.9851,2.03896
43;4;13;40,41;-62.2534,94.8844,2.44539
43;4;13;40,41;-61.883,94.7729,2.89726
43;4;13;40,41;-61.5488,94.6729,3.30452
43;4;13;40,41;-61.1943,94.566,3.73573
43;4;13;40,41;-60.8233,94.4534,4.18927
43;4;13;40,41;-60.4366,94.3374,4.65971
43;4;13;40,41;-60.1188,94.2409,5.04726
43;4;13;40,41;-59.7947,94.1437,5.44274
43;4;13;40,41;-59.4657,94.044,5.84418
43;4;13;40,41;-59.1331,93.9443,6.2504
43;4;13;40,41;-58.7979,93.843,6.65849
43;4;13;40,41;-58.4622,93.7414,7.06816
43;4;13;40,41;-58.1269,93.641,7.47742
43;4;13;40,41;-57.7932,93.5401,7.8833
43;4;13;40,41;-57.4634,93.4401,8.28645
43;4;13;40,41;-57.1376,93.3425,8.68318
43;4;13;40,41;-56.8183,93.2455,9.073
43;4;13;40,41;-56.4293,93.1289,9.54737
43;4;13;40,41;-56.0544,93.0152,10.0036
43;4;13;40,41;-55.697,92.9074,10.4404
43;4;13;40,41;-55.3587,92.8062,10.853
43;4;13;40,41;-54.9823,92.6921,11.3115
43;4;13;40,41;-54.6423,92.5903,11.7253
43;4;13;40,41;-54.2991,92.4866,12.145
43;4;13;40,41;-53.9517,92.3817,12.5688
43;4;13;40,41;-53.6338,92.2852,12.9565
44;6;47;;-121.858,96.4653,-81.5994
44;6;47;;-121.381,96.5038,-81.831
44;6;47;;-120.898,96.5397,-82.0751
44;6;47;;-120.41,96.575,-82.3312
44;6;47;;-119.949,96.6066,-82.5809
44;6;47;;-119.453,96.6382,-82.8579
44;6;47;;-119.015,96.6638,-83.1107
44;6;47;;-118.559,96.6895,-83.3812
44;6;47;;-118.087,96.7146,-83.6698
44;6;47;;-117.6,96.7375,-83.9774
44;6;47;;-117.102,96.759,-84.3018
44;6;47;;-116.595,96.7775,-84.644
44;6;47;;-116.185,96.7914,-84.9307
44;6;47;;-115.772,96.8023,-85.2277
44;6;47;;-115.357,96.8114,-85.5354
44;6;47;;-114.942,96.8188,-85.8544
44;6;47;;-114.529,96.8231,-86.1829
44;6;47;;-114.117,96.8243,-86.5221
44;6;47;;-113.709,96.8227,-86.8718
44;6;47;;-113.306,96.8175,-87.2316
44;6;47;;-112.909,96.8102,-87.6004
44;6;47;;-112.52,96.7979,-87.9796
44;6;47;;-112.139,96.7828,-88.368
44;6;47;;-111.768,96.763,-88.7655
44;6;47;;-111.406,96.7406,-89.1694
44;6;47;;-111.053,96.7143,-89.5801
44;6;47;;-110.71,96.6864,-89.9939
44;6;47;;-110.377,96.6546,-90.4115
44;6;47;;-110.054,96.621,-90.8308
44;6;47;;-109.742,96.5856,-91.2507
44;6;47;;-109.44,96.5484,-91.6691
44;6;47;;-109.149,96.5093,-92.085
44;6;47;;-108.869,96.4692,-92.4972
44;6;47;;-108.534,96.4173,-93.0056
44;6;47;;-108.216,96.3656,-93.5029
44;6;47;;-107.918,96.3131,-93.9861
44;6;47;;-107.637,96.2596,-94.4545
44;6;47;;-107.375,96.2081,-94.9034
44;6;47;;-107.087,96.147,-95.4131
44;6;47;;-106.826,96.089,-95.8885
44;6;47;;-106.559,96.0259,-96.3915
44;6;47;;-106.303,95.9621,-96.8901
44;6;47;;-106.059,95.8964,-97.3834
44;6;47;;-105.837,95.8314,-97.8573
45;6;47;92,93;-122.236,96.082,-81.6479
45;6;47;92,93;-122.133,95.6826,-81.9551
45;6;47;92,93;-122.02,95.2702,-82.2756
45;6;47;92,93;-121.897,94.8511,-82.6059
45;6;47;92,93;-121.772,94.4536,-82.923
45;6;47;92,93;-121.631,94.0253,-83.2691
45;6;47;92,93;-121.499,93.6472,-83.5782
45;6;47;92,93;-121.355,93.254,-83.9039
45;6;47;92,93;-121.198,92.8456,-84.2453
45;6;47;92,93;-121.029,92.4269,-84.6
45;6;47;92,93;-120.845,91.9987,-84.9687
45;6;47;92,93;-120.649,91.5642,-85.3476
45;6;47;92,93;-120.438,91.1261,-85.7371
45;6;47;92,93;-120.259,90.7742,-86.0555
45;6;47;92,93;-120.072,90.4216,-86.378
45;6;47;92,93;-119.876,90.0713,-86.7042
45;6;47;92,93;-119.669,89.7232,-87.0348
45;6;47;92,93;-119.454,89.3784,-87.3671
45;6;47;92,93;-119.229,89.0398,-87.7017
45;6;47;92,93;-118.994,88.7073,-88.0376
45;6;47;92,93;-118.75,88.381,-88.374
45;6;47;92,93;-118.498,88.0642,-88.7087
45;6;47;92,93;-118.24,87.7552,-89.0421
45;6;47;92,93;-117.977,87.4543,-89.3722
45;6;47;92,93;-117.711,87.1637,-89.6984
45;6;47;92,93;-117.444,86.8827,-90.0188
45;6;47;92,93;-117.111,86.547,-90.4093
45;6;47;92,93;-116.781,86.2277,-90.7876
45;6;47;92,93;-116.457,85.9265,-91.1514
45;6;47;92,93;-116.142,85.6459,-91.497
45;6;47;92,93;-115.841,85.3844,-91.8238
45;6;47;92,93;-115.5,85.0998,-92.1862
45;6;47;92,93;-115.187,84.8472,-92.5127
45;6;47;92,93;-114.865,84.5958,-92.8446
45;6;47;92,93;-114.531,84.3443,-93.1812
45;6;47;92,93;-114.2,84.1081,-93.5085
45;6;47;92,93;-114.094,84.0541,-93.5812
46;5;49;94,95;-126.051,104.552,-77.4089
46;5;49;94,95;-125.808,104.858,-77.8054
46;5;49;94,95;-125.566,105.164,-78.2003
46;5;49;94,95;-125.301,105.499,-78.6328
46;5;49;94,95;-125.081,105.777,-78.9915
46;5;49;94,95;-124.861,106.055,-79.3503
46;5;49;94,95;-124.596,106.389,-79.7829
46;5;49;94,95;-124.354,106.696,-80.1785
46;5;49;94,95;-124.111,107.003,-80.5742
46;5;49;94,95;-123.865,107.313,-80.9753
46;5;49;94,95;-123.747,107.343,-81.0548
47;5;49;44,45;-126.275,103.88,-77.0284
47;5;49;44,45;-126.229,103.356,-77.0737
47;5;49;44,45;-126.173,102.849,-77.1306
47;5;49;44,45;-126.093,102.268,-77.2124
47;5;49;44,45;-126.007,101.742,-77.3028
47;5;49;44,45;-125.899,101.192,-77.4169
47;5;49;44,45;-125.77,100.63,-77.5558
47;5;49;44,45;-125.616,100.067,-77.722
47;5;49;44,45;-125.434,99.5164,-77.9192
47;5;49;44,45;-125.224,98.9909,-78.149
47;5;49;44,45;-124.983,98.5014,-78.4143
47;5;49;44,45;-124.708,98.0611,-78.7174
47;5;49;44,45;-124.4,97.6802,-79.0592
47;5;49;44,45;-124.069,97.3591,-79.4281
47;5;49;44,45;-123.728,97.094,-79.8081
47;5;49;44,45;-123.393,96.88,-80.1822
47;5;49;44,45;-123.019,96.6856,-80.5998
47;5;49;44,45;-122.655,96.5328,-81.0073
47;5;49;44,45;-122.315,96.4257,-81.3888
47;5;49;44,45;-122.311,96.426,-81.39
48;4;14;98,99;-131.154,109.578,-58.5353
48;4;14;98,99;-131.312,110.053,-58.71
48;4;14;98,99;-131.473,110.509,-58.885
48;4;14;98,99;-131.637,110.953,-59.0619
48;4;14;98,99;-131.825,111.439,-59.2623
48;4;14;98,99;-131.999,111.873,-59.4464
48;4;14;98,99;-132.19,112.326,-59.6468
48;4;14;98,99;-132.397,112.797,-59.8612
48;4;14;98,99;-132.62,113.281,-60.0916
48;4;14;98,99;-132.858,113.776,-60.3352
48;4;14;98,99;-133.112,114.277,-60.5932
48;4;14;98,99;-133.327,114.679,-60.8087
48;4;14;98,99;-133.552,115.081,-61.033
48;4;14;98,99;-133.786,115.481,-61.2659
48;4;14;98,99;-134.03,115.876,-61.5063
48;4;14;98,99;-134.283,116.267,-61.7539
48;4;14;98,99;-134.545,116.648,-62.0086
48;4;14;98,99;-134.814,117.021,-62.2666
48;4;14;98,99;-135.085,117.382,-62.527
48;4;14;98,99;-135.356,117.733,-62.7876
48;4;14;98,99;-135.627,118.068,-63.045
48;4;14;98,99;-135.959,118.466,-63.3598
48;4;14;98,99;-136.279,118.836,-63.6621
48;4;14;98,99;-136.583,119.177,-63.9481
48;4;14;98,99;-136.918,119.542,-64.2637
48;4;14;98,99;-137.214,119.855,-64.541
48;4;14;98,99;-137.533,120.182,-64.8393
48;4;14;98,99;-137.836,120.48,-65.1209
48;4;14;98,99;-137.824,120.503,-65.1261
49;4;14;46,47;-131.095,108.976,-58.3416
49;4;14;46,47;-131.041,108.886,-58.653
49;4;14;46,47;-131.09,108.607,-59.0726
49;4;14;46,47;-131.134,108.317,-59.5252
49;4;14;46,47;-131.171,108.023,-59.9993
49;4;14;46,47;-131.199,107.746,-60.4591
49;4;14;46,47;-131.22,107.453,-60.9638
49;4;14;46,47;-131.232,107.199,-61.415
49;4;14;46,47;-131.236,106.938,-61.8933
49;4;14;46,47;-131.232,106.674,-62.3956
49;4;14;46,47;-131.218,106.409,-62.9192
49;4;14;46,47;-131.192,106.146,-63.4629
49;4;14;46,47;-131.155,105.887,-64.0231
49;4;14;46,47;-131.115,105.685,-64.4821
49;4;14;46,47;-131.065,105.489,-64.9504
49;4;14;46,47;-131.006,105.3,-65.4251
49;4;14;46,47;-130.935,105.12,-65.9064
49;4;14;46,47;-130.852,104.949,-66.3928
49;4;14;46,47;-130.758,104.79,-66.883
49;4;14;46,47;-130.649,104.645,-67.3763
49;4;14;46,47;-130.528,104.512,-67.8706
49;4;14;46,47;-130.392,104.396,-68.366
49;4;14;46,47;-130.243,104.293,-68.8601
49;4;14;46,47;-130.082,104.207,-69.3522
49;4;14;46,47;-129.91,104.132,-69.8409
49;4;14;46,47;-129.73,104.071,-70.3238
49;4;14;46,47;-129.541,104.022,-70.801
49;4;14;46,47;-129.346,103.983,-71.2713
49;4;14;46,47;-129.145,103.955,-71.732
49;4;14;46,47;-128.891,103.933,-72.2932
49;4;14;46,47;-128.633,103.923,-72.8365
49;4;14;46,47;-128.376,103.926,-73.3573
49;4;14;46,47;-128.121,103.937,-73.8552
49;4;14;46,47;-127.872,103.957,-74.3262
49;4;14;46,47;-127.632,103.983,-74.7676
49;4;14;46,47;-127.358,104.02,-75.2562
49;4;14;46,47;-127.105,104.062,-75.6933
49;4;14;46,47;-126.844,104.112,-76.1343
49;4;14;46,47;-126.57,104.173,-76.5797
49;4;14;46,47;-126.297,104.242,-77.0078
49;4;14;46,47;-126.271,104.274,-77.0502
50;4;14;102,103;-131.433,108.587,-58.2723
50;4;14;102,103;-131.794,108.172,-58.2088
50;4;14;102,103;-132.137,107.777,-58.1571
50;4;14;102,103;-132.471,107.393,-58.1145
50;4;14;102,103;-132.839,106.97,-58.0751
50;4;14;102,103;-133.168,106.591,-58.0475
50;4;14;102,103;-133.515,106.19,-58.0257
50;4;14;102,103;-133.88,105.771,-58.01
50;4;14;102,103;-134.259,105.334,-58.0036
50;4;14;102,103;-134.652,104.882,-58.007
50;4;14;102,103;-135.054,104.417,-58.0222
50;4;14;102,103;-135.384,104.037,-58.0423
50;4;14;102,103;-135.718,103.651,-58.072
50;4;14;102,103;-136.056,103.261,-58.112
50;4;14;102,103;-136.397,102.867,-58.1612
50;4;14;102,103;-136.74,102.472,-58.2212
50;4;14;102,103;-137.083,102.074,-58.2935
50;4;14;102,103;-137.427,101.677,-58.3779
50;4;14;102,103;-137.769,101.282,-58.4759
50;4;14;102,103;-138.109,100.888,-58.5874
50;4;14;102,103;-138.447,100.497,-58.7108
50;4;14;102,103;-138.78,100.111,-58.8469
50;4;14;102,103;-139.108,99.7315,-58.9915
50;4;14;102,103;-139.43,99.3581,-59.1456
50;4;14;102,103;-139.745,98.9927,-59.3056
50;4;14;102,103;-140.128,98.5484,-59.5121
50;4;14;102,103;-140.496,98.1215,-59.7246
50;4;14;102,103;-140.848,97.7128,-59.9388
50;4;14;102,103;-141.181,97.3256,-60.1523
50;4;14;102,103;-141.494,96.9625,-60.3608
50;4;14;102,103;-141.84,96.5601,-60.6029
50;4;14;102,103;-142.151,96.1985,-60.8292
50;4;14;102,103;-142.465,95.8339,-61.0667
50;4;14;102,103;-142.783,95.4638,-61.3173
50;4;14;102,103;-143.088,95.1086,-61.573
50;4;14;102,103;-143.044,94.9723,-61.6565
51;7;16;106,107;-172.257,146.442,-30.8161
51;7;16;106,107;-172.387,146.966,-30.9263
51;7;16;106,107;-172.519,147.466,-31.0218
51;7;16;106,107;-172.652,147.952,-31.1073
51;7;16;106,107;-172.806,148.485,-31.1911
51;7;16;106,107;-172.948,148.961,-31.2577
51;7;16;106,107;-173.103,149.461,-31.3208
51;7;16;106,107;-173.273,149.985,-31.3759
51;7;16;106,107;-173.455,150.527,-31.4234
51;7;16;106,107;-173.651,151.084,-31.4608
51;7;16;106,107;-173.861,151.654,-31.4847
51;7;16;106,107;-174.085,152.232,-31.4953
51;7;16;106,107;-174.273,152.699,-31.4927
51;7;16;106,107;-174.47,153.168,-31.4782
51;7;16;106,107;-174.675,153.638,-31.4524
51;7;16;106,107;-174.89,154.106,-31.4131
51;7;16;106,107;-175.113,154.571,-31.3591
51;7;16;106,107;-175.345,155.031,-31.2901
51;7;16;106,107;-175.585,155.485,-31.2064
51;7;16;106,107;-175.834,155.931,-31.1069
51;7;16;106,107;-176.088,156.369,-30.9938
51;7;16;106,107;-176.346,156.795,-30.87
51;7;16;106,107;-176.606,157.212,-30.7361
51;7;16;106,107;-176.933,157.715,-30.5578
51;7;16;106,107;-177.257,158.196,-30.3702
51;7;16;106,107;-177.576,158.652,-30.1775
51;7;16;106,107;-177.886,159.084,-29.9818
51;7;16;106,107;-178.184,159.487,-29.7874
51;7;16;106,107;-178.521,159.93,-29.5609
51;7;16;106,107;-178.83,160.325,-29.3465
51;7;16;106,107;-179.147,160.719,-29.1198
51;7;16;106,107;-179.474,161.113,-28.8797
51;7;16;106,107;-179.78,161.466,-28.6472
51;7;16;106,107;-179.866,161.503,-28.5976
52;7;16;108,109;-172.311,145.922,-30.4201
52;7;16;108,109;-172.628,146.064,-30.0163
52;7;16;108,109;-172.941,146.213,-29.625
52;7;16;108,109;-173.265,146.376,-29.225
52;7;16;108,109;-173.579,146.54,-28.8454
52;7;16;108,109;-173.922,146.727,-28.4368
52;7;16;108,109;-174.228,146.901,-28.0782
52;7;16;108,109;-174.551,147.091,-27.705
52;7;16;108,109;-174.891,147.297,-27.3199
52;7;16;108,109;-175.244,147.519,-26.9273
52;7;16;108,109;-175.61,147.759,-26.528
52;7;16;108,109;-175.986,148.015,-26.1264
52;7;16;108,109;-176.373,148.289,-25.7235
52;7;16;108,109;-176.687,148.521,-25.4036
52;7;16;108,109;-177.006,148.763,-25.0865
52;7;16;108,109;-177.328,149.018,-24.774
52;7;16;108,109;-177.653,149.283,-24.4669
52;7;16;108,109;-177.98,149.56,-24.1669
52;7;16;108,109;-178.309,149.849,-23.8751
52;7;16;108,109;-178.638,150.149,-23.594
52;7;16;108,109;-178.966,150.462,-23.3244
52;7;16;108,109;-179.293,150.785,-23.0661
52;7;16;108,109;-179.617,151.116,-22.8211
52;7;16;108,109;-179.938,151.455,-22.5869
52;7;16;108,109;-180.255,151.799,-22.3647
52;7;16;108,109;-180.567,152.145,-22.1538
52;7;16;108,109;-180.872,152.492,-21.9554
52;7;16;108,109;-181.244,152.926,-21.7224
52;7;16;108,109;-181.602,153.353,-21.5075
52;7;16;108,109;-181.944,153.772,-21.3102
52;7;16;108,109;-182.269,154.177,-21.1304
52;7;16;108,109;-182.574,154.565,-20.9683
52;7;16;108,109;-182.913,155.002,-20.7956
52;7;16;108,109;-183.217,155.403,-20.6464
52;7;16;108,109;-183.525,155.816,-20.5027
52;7;16;108,109;-183.836,156.243,-20.3653
52;7;16;108,109;-184.137,156.666,-20.2419
52;7;16;108,109;-184.186,156.669,-20.2628
53;7;17;;-177.352,147.622,-48.2911
53;7;17;;-177.694,147.804,-48.6667
53;7;17;;-178.057,147.997,-49.0645
53;7;17;;-178.41,148.185,-49.4515
53;7;17;;-178.731,148.356,-49.8031
53;7;17;;-179.074,148.538,-50.1779
53;7;17;;-179.435,148.73,-50.5747
53;7;17;;-179.814,148.932,-50.9898
53;7;17;;-180.208,149.142,-51.4214
53;7;17;;-180.532,149.313,-51.7758
53;7;17;;-180.863,149.489,-52.1383
53;7;17;;-181.199,149.669,-52.5072
53;7;17;;-181.54,149.849,-52.8805
53;7;17;;-181.884,150.033,-53.2574
53;7;17;;-182.23,150.217,-53.637
53;7;17;;-182.577,150.402,-54.0172
53;7;17;;-182.923,150.586,-54.3971
53;7;17;;-183.269,150.77,-54.775
53;7;17;;-183.611,150.952,-55.1507
53;7;17;;-183.95,151.132,-55.5216
53;7;17;;-184.284,151.31,-55.8874
53;7;17;;-184.611,151.484,-56.2464
53;7;17;;-184.931,151.655,-56.5975
53;7;17;;-185.319,151.861,-57.022
53;7;17;;-185.692,152.058,-57.43
53;7;17;;-186.046,152.247,-57.8188
53;7;17;;-186.38,152.425,-58.1849
53;7;17;;-186.751,152.622,-58.5909
